image,predicted_color,aquarius,name,price,mrp,material
469.jpg,unknown,78%,Stylish Shirt,1888,2449,Cotton
47.jpg,black,53%,Black Shirt,1547,2193,Wool
470.jpg,black,47%,Black Shirt,2874,3537,Wool
471.jpg,gray,57%,Gray Shirt,2850,3345,Silk
472.jpg,black,70%,Black Shirt,2858,3202,Cotton
473.jpg,black,37%,Black Shirt,2485,3036,Wool
474.jpg,white,65%,White Shirt,1805,2245,Wool
475.jpg,white,43%,White Shirt,2534,2969,Linen
476.jpg,white,45%,White Shirt,1863,2443,Wool
477.jpg,white,95%,White Shirt,1548,2263,Linen
478.jpg,unknown,69%,Stylish Shirt,1942,2321,Denim
479.jpg,gray,43%,Gray Shirt,2149,2898,Polyester
48.jpg,unknown,45%,Stylish Shirt,1513,2105,Wool
480.jpg,white,62%,White Shirt,2189,2723,Silk
481.jpg,unknown,39%,Stylish Shirt,2219,2677,Polyester
482.jpg,black,56%,Black Shirt,2143,2803,Wool
483.jpg,white,42%,White Shirt,1725,2419,Cotton
484.jpg,white,60%,White Shirt,2232,2880,Wool
485.jpg,unknown,50%,Stylish Shirt,2109,2650,Wool
486.jpg,unknown,48%,Stylish Shirt,1893,2314,Linen
487.jpg,white,59%,White Shirt,1984,2443,Cotton
488.jpg,yellow,38%,Yellow Shirt,2789,3376,Denim
489.jpg,white,40%,White Shirt,2738,3232,Polyester
49.jpg,gray,45%,Gray Shirt,2003,2760,Cotton
490.jpg,gray,40%,Gray Shirt,2518,2978,Cotton
491.jpg,unknown,40%,Stylish Shirt,2584,3243,Denim
492.jpg,unknown,82%,Stylish Shirt,2490,3030,Linen
493.jpg,unknown,83%,Stylish Shirt,1985,2743,Denim
494.jpg,black,80%,Black Shirt,2860,3583,Cotton
495.jpg,white,45%,White Shirt,2192,2971,Wool
496.jpg,white,70%,White Shirt,2910,3538,Wool
497.jpg,unknown,56%,Stylish Shirt,2505,2936,Wool
498.jpg,unknown,42%,Stylish Shirt,2750,3219,Polyester
499.jpg,white,56%,White Shirt,2529,3237,Denim
5.jpg,unknown,37%,Stylish Shirt,2486,2952,Polyester
50.jpg,black,62%,Black Shirt,2473,3017,Silk
500.jpg,gray,47%,Gray Shirt,2077,2630,Wool
501.jpg,black,54%,Black Shirt,1515,2293,Linen
502.jpg,white,57%,White Shirt,2562,2876,Linen
503.jpg,white,64%,White Shirt,2109,2424,Silk
504.jpg,white,72%,White Shirt,2395,2701,Polyester
505.jpg,green,81%,Green Shirt,1859,2531,Polyester
506.jpg,black,61%,Black Shirt,2482,3064,Wool
507.jpg,gray,85%,Gray Shirt,1540,1847,Linen
508.jpg,white,40%,White Shirt,2620,3334,Wool
509.jpg,black,61%,Black Shirt,2336,2656,Wool
51.jpg,white,49%,White Shirt,2877,3284,Linen
510.jpg,white,71%,White Shirt,2055,2623,Denim
511.jpg,white,48%,White Shirt,2465,3100,Polyester
512.jpg,black,74%,Black Shirt,1874,2259,Silk
513.jpg,gray,85%,Gray Shirt,2720,3479,Polyester
514.jpg,white,58%,White Shirt,2881,3319,Cotton
515.jpg,white,45%,White Shirt,2129,2810,Polyester
516.jpg,white,97%,White Shirt,2214,2817,Linen
517.jpg,black,82%,Black Shirt,2099,2642,Silk
518.jpg,unknown,81%,Stylish Shirt,1649,2160,Cotton
519.jpg,gray,85%,Gray Shirt,2758,3125,Denim
52.jpg,gray,37%,Gray Shirt,2438,2908,Linen
520.jpg,white,77%,White Shirt,1732,2312,Silk
521.jpg,unknown,86%,Stylish Shirt,2554,3268,Wool
522.jpg,white,93%,White Shirt,1751,2246,Wool
523.jpg,white,79%,White Shirt,1672,2210,Silk
524.jpg,blue,66%,Blue Shirt,2431,2907,Linen
525.jpg,white,61%,White Shirt,1888,2375,Cotton
526.jpg,white,43%,White Shirt,2435,2796,Wool
527.jpg,white,53%,White Shirt,1821,2232,Denim
528.jpg,gray,60%,Gray Shirt,2655,3141,Cotton
529.jpg,white,54%,White Shirt,1909,2317,Wool
53.jpg,white,61%,White Shirt,2786,3297,Polyester
530.jpg,white,61%,White Shirt,2013,2586,Wool
531.jpg,unknown,60%,Stylish Shirt,2485,2908,Silk
532.jpg,black,43%,Black Shirt,2831,3560,Linen
533.jpg,white,57%,White Shirt,2607,2962,Denim
534.jpg,gray,39%,Gray Shirt,2887,3278,Linen
535.jpg,white,65%,White Shirt,1895,2268,Polyester
536.jpg,gray,55%,Gray Shirt,2806,3447,Silk
537.jpg,gray,57%,Gray Shirt,2855,3161,Silk
538.jpg,unknown,62%,Stylish Shirt,1939,2390,Polyester
539.jpg,blue,43%,Blue Shirt,1614,2215,Silk
54.jpg,white,95%,White Shirt,1611,2370,Polyester
540.jpg,gray,40%,Gray Shirt,2770,3238,Polyester
541.jpg,gray,61%,Gray Shirt,2954,3625,Cotton
542.jpg,white,68%,White Shirt,2824,3366,Silk
543.jpg,white,51%,White Shirt,1649,2294,Linen
544.jpg,black,43%,Black Shirt,2592,3009,Polyester
545.jpg,gray,38%,Gray Shirt,2725,3059,Silk
546.jpg,unknown,51%,Stylish Shirt,2769,3259,Denim
547.jpg,white,57%,White Shirt,2720,3101,Wool
548.jpg,unknown,41%,Stylish Shirt,2584,3185,Silk
549.jpg,unknown,94%,Stylish Shirt,1638,2237,Polyester
55.jpg,white,53%,White Shirt,2485,3061,Cotton
550.jpg,white,57%,White Shirt,1962,2704,Wool
551.jpg,black,47%,Black Shirt,1662,2128,Denim
552.jpg,black,54%,Black Shirt,2026,2550,Linen
553.jpg,gray,64%,Gray Shirt,2466,2990,Wool
554.jpg,white,44%,White Shirt,2885,3524,Silk
555.jpg,black,66%,Black Shirt,1920,2271,Cotton
556.jpg,gray,50%,Gray Shirt,2845,3271,Linen
557.jpg,unknown,42%,Stylish Shirt,1866,2510,Denim
558.jpg,unknown,88%,Stylish Shirt,2950,3484,Cotton
559.jpg,yellow,36%,Yellow Shirt,2867,3372,Linen
56.jpg,gray,38%,Gray Shirt,1623,1935,Denim
560.jpg,white,44%,White Shirt,1940,2575,Wool
561.jpg,white,52%,White Shirt,1886,2673,Denim
562.jpg,unknown,61%,Stylish Shirt,1732,2443,Polyester
563.jpg,gray,51%,Gray Shirt,2926,3586,Linen
564.jpg,black,63%,Black Shirt,1872,2478,Wool
565.jpg,unknown,82%,Stylish Shirt,2044,2421,Cotton
566.jpg,white,48%,White Shirt,2661,3005,Denim
567.jpg,black,75%,Black Shirt,1797,2168,Denim
568.jpg,gray,81%,Gray Shirt,1758,2553,Silk
569.jpg,black,86%,Black Shirt,2828,3252,Linen
57.jpg,gray,50%,Gray Shirt,2346,3121,Denim
570.jpg,gray,69%,Gray Shirt,1639,1968,Denim
571.jpg,white,57%,White Shirt,2861,3501,Linen
572.jpg,gray,59%,Gray Shirt,2645,3173,Linen
573.jpg,gray,62%,Gray Shirt,1791,2474,Wool
574.jpg,white,67%,White Shirt,1839,2498,Polyester
575.jpg,gray,61%,Gray Shirt,1920,2462,Silk
576.jpg,black,83%,Black Shirt,2710,3278,Wool
577.jpg,white,62%,White Shirt,2661,3002,Polyester
578.jpg,blue,50%,Blue Shirt,2541,3209,Cotton
579.jpg,white,53%,White Shirt,2506,2897,Polyester
58.jpg,white,78%,White Shirt,2058,2826,Linen
580.jpg,unknown,73%,Stylish Shirt,2508,3284,Cotton
581.jpg,gray,44%,Gray Shirt,2889,3628,Silk
582.jpg,gray,80%,Gray Shirt,1747,2468,Denim
583.jpg,gray,43%,Gray Shirt,2028,2729,Linen
584.jpg,white,94%,White Shirt,2391,3138,Cotton
585.jpg,black,87%,Black Shirt,1527,2306,Linen
586.jpg,gray,55%,Gray Shirt,1666,2091,Denim
587.jpg,black,61%,Black Shirt,2865,3598,Silk
588.jpg,white,61%,White Shirt,2104,2879,Denim
589.jpg,red,85%,Red Shirt,2861,3289,Silk
59.jpg,unknown,46%,Stylish Shirt,2629,3401,Cotton
590.jpg,unknown,55%,Stylish Shirt,2098,2833,Polyester
591.jpg,white,66%,White Shirt,1653,1996,Linen
592.jpg,black,61%,Black Shirt,2811,3367,Denim
593.jpg,black,47%,Black Shirt,1824,2441,Wool
594.jpg,black,53%,Black Shirt,2416,3191,Denim
595.jpg,white,61%,White Shirt,2856,3646,Wool
596.jpg,white,70%,White Shirt,2882,3564,Linen
597.jpg,unknown,49%,Stylish Shirt,2200,2609,Denim
598.jpg,gray,79%,Gray Shirt,2710,3279,Polyester
599.jpg,unknown,38%,Stylish Shirt,2573,3011,Linen
6.jpg,white,57%,White Shirt,1635,2062,Cotton
60.jpg,white,52%,White Shirt,2397,3054,Wool
600.jpg,white,55%,White Shirt,2911,3343,Silk
601.jpg,unknown,79%,Stylish Shirt,2888,3332,Cotton
602.jpg,white,40%,White Shirt,2293,2705,Wool
603.jpg,white,49%,White Shirt,1666,1975,Denim
604.jpg,white,88%,White Shirt,2430,3012,Wool
605.jpg,gray,45%,Gray Shirt,2684,3140,Polyester
606.jpg,white,48%,White Shirt,2269,2699,Wool
607.jpg,white,74%,White Shirt,2897,3493,Silk
608.jpg,black,42%,Black Shirt,1592,2016,Cotton
609.jpg,black,54%,Black Shirt,1806,2540,Wool
61.jpg,unknown,61%,Stylish Shirt,1834,2217,Polyester
610.jpg,white,61%,White Shirt,2984,3533,Wool
611.jpg,unknown,86%,Stylish Shirt,2753,3549,Polyester
612.jpg,unknown,49%,Stylish Shirt,2968,3664,Silk
613.jpg,white,42%,White Shirt,2911,3530,Polyester
614.jpg,unknown,46%,Stylish Shirt,2491,3017,Cotton
615.jpg,unknown,42%,Stylish Shirt,1812,2212,Linen
616.jpg,unknown,69%,Stylish Shirt,1790,2340,Linen
617.jpg,white,47%,White Shirt,1905,2494,Cotton
618.jpg,black,41%,Black Shirt,1576,2018,Wool
619.jpg,unknown,47%,Stylish Shirt,2595,3098,Wool
62.jpg,white,51%,White Shirt,2196,2518,Linen
620.jpg,black,83%,Black Shirt,2253,3053,Wool
621.jpg,blue,68%,Blue Shirt,2367,2737,Denim
622.jpg,blue,86%,Blue Shirt,2969,3537,Linen
623.jpg,black,82%,Black Shirt,2309,2921,Polyester
624.jpg,unknown,67%,Stylish Shirt,2926,3430,Linen
625.jpg,black,37%,Black Shirt,2205,2865,Silk
626.jpg,white,57%,White Shirt,2737,3477,Denim
627.jpg,pink,84%,Pink Shirt,2051,2688,Linen
628.jpg,gray,39%,Gray Shirt,2781,3245,Polyester
629.jpg,white,95%,White Shirt,2748,3097,Cotton
63.jpg,unknown,44%,Stylish Shirt,2152,2751,Denim
630.jpg,red,48%,Red Shirt,1963,2652,Polyester
631.jpg,white,96%,White Shirt,2428,3143,Polyester
632.jpg,red,65%,Red Shirt,2577,3290,Polyester
633.jpg,gray,74%,Gray Shirt,2027,2780,Wool
634.jpg,white,75%,White Shirt,2080,2757,Polyester
635.jpg,unknown,68%,Stylish Shirt,2218,2963,Cotton
636.jpg,unknown,67%,Stylish Shirt,1719,2446,Linen
637.jpg,unknown,53%,Stylish Shirt,2444,2803,Silk
638.jpg,gray,83%,Gray Shirt,1740,2206,Wool
639.jpg,unknown,62%,Stylish Shirt,2960,3536,Denim
64.jpg,black,75%,Black Shirt,1819,2162,Silk
640.jpg,gray,59%,Gray Shirt,2796,3407,Silk
641.jpg,white,48%,White Shirt,2132,2859,Linen
642.jpg,blue,79%,Blue Shirt,2621,3111,Polyester
643.jpg,white,64%,White Shirt,2244,2944,Cotton
644.jpg,blue,57%,Blue Shirt,2169,2905,Wool
645.jpg,white,36%,White Shirt,1948,2278,Wool
646.jpg,white,85%,White Shirt,1822,2297,Denim
647.jpg,white,43%,White Shirt,2432,3048,Polyester
648.jpg,unknown,40%,Stylish Shirt,2799,3335,Linen
649.jpg,black,38%,Black Shirt,2408,3198,Polyester
65.jpg,unknown,50%,Stylish Shirt,2223,2913,Silk
650.jpg,unknown,49%,Stylish Shirt,1799,2220,Linen
651.jpg,black,40%,Black Shirt,2747,3132,Wool
652.jpg,white,41%,White Shirt,1871,2603,Polyester
653.jpg,pink,36%,Pink Shirt,2312,2675,Denim
654.jpg,black,48%,Black Shirt,2911,3396,Polyester
655.jpg,gray,60%,Gray Shirt,1844,2452,Denim
656.jpg,white,58%,White Shirt,1649,2272,Denim
657.jpg,gray,47%,Gray Shirt,1822,2599,Polyester
658.jpg,unknown,55%,Stylish Shirt,2558,3119,Denim
659.jpg,black,60%,Black Shirt,1620,2044,Silk
66.jpg,blue,37%,Blue Shirt,1542,2284,Wool
660.jpg,white,56%,White Shirt,2842,3618,Wool
661.jpg,unknown,84%,Stylish Shirt,1518,2303,Linen
662.jpg,white,58%,White Shirt,2699,3479,Cotton
663.jpg,white,75%,White Shirt,2445,3009,Wool
664.jpg,gray,78%,Gray Shirt,2870,3476,Polyester
665.jpg,unknown,50%,Stylish Shirt,1580,1907,Cotton
666.jpg,black,85%,Black Shirt,2271,2755,Wool
667.jpg,white,73%,White Shirt,1810,2438,Silk
668.jpg,unknown,41%,Stylish Shirt,1646,2276,Cotton
669.jpg,unknown,75%,Stylish Shirt,2831,3609,Cotton
67.jpg,unknown,46%,Stylish Shirt,2965,3400,Denim
670.jpg,black,52%,Black Shirt,1919,2707,Linen
671.jpg,gray,50%,Gray Shirt,2011,2366,Linen
672.jpg,white,73%,White Shirt,2302,2947,Silk
673.jpg,black,64%,Black Shirt,2768,3273,Cotton
674.jpg,white,48%,White Shirt,2829,3527,Linen
675.jpg,black,71%,Black Shirt,1849,2149,Wool
676.jpg,blue,46%,Blue Shirt,1810,2602,Silk
677.jpg,gray,84%,Gray Shirt,2085,2603,Cotton
678.jpg,gray,44%,Gray Shirt,1750,2239,Denim
679.jpg,black,64%,Black Shirt,2580,2887,Silk
68.jpg,white,56%,White Shirt,2190,2809,Linen
680.jpg,gray,46%,Gray Shirt,2430,2819,Linen
681.jpg,unknown,44%,Stylish Shirt,2368,2998,Wool
682.jpg,white,77%,White Shirt,1783,2381,Denim
683.jpg,white,43%,White Shirt,1874,2194,Denim
684.jpg,unknown,79%,Stylish Shirt,1512,1931,Polyester
685.jpg,white,62%,White Shirt,1527,1913,Linen
686.jpg,brown,84%,Brown Shirt,2466,2990,Wool
687.jpg,gray,39%,Gray Shirt,2662,3440,Linen
688.jpg,white,88%,White Shirt,2533,3145,Cotton
689.jpg,black,81%,Black Shirt,2858,3447,Cotton
69.jpg,unknown,67%,Stylish Shirt,2218,2722,Polyester
690.jpg,black,50%,Black Shirt,1596,2179,Cotton
691.jpg,black,49%,Black Shirt,2579,3197,Wool
692.jpg,gray,44%,Gray Shirt,2276,2733,Cotton
693.jpg,black,63%,Black Shirt,2876,3425,Denim
694.jpg,blue,56%,Blue Shirt,1883,2185,Silk
695.jpg,white,64%,White Shirt,2971,3736,Silk
696.jpg,black,69%,Black Shirt,2205,2948,Wool
697.jpg,white,76%,White Shirt,1707,2258,Denim
698.jpg,white,70%,White Shirt,2518,3097,Wool
699.jpg,black,47%,Black Shirt,2069,2404,Polyester
7.jpg,unknown,49%,Stylish Shirt,2646,3022,Linen
70.jpg,white,44%,White Shirt,2894,3605,Cotton
700.jpg,white,48%,White Shirt,2983,3382,Denim
701.jpg,white,96%,White Shirt,1656,2038,Denim
702.jpg,white,42%,White Shirt,1725,2181,Wool
703.jpg,black,79%,Black Shirt,2866,3284,Linen
704.jpg,white,60%,White Shirt,2484,3222,Wool
705.jpg,white,73%,White Shirt,2606,3151,Cotton
706.jpg,white,81%,White Shirt,2613,3270,Linen
707.jpg,black,41%,Black Shirt,1817,2121,Silk
708.jpg,white,44%,White Shirt,2332,3113,Wool
709.jpg,blue,48%,Blue Shirt,2893,3602,Linen
71.jpg,black,72%,Black Shirt,2910,3680,Linen
710.jpg,black,61%,Black Shirt,2400,3092,Cotton
711.jpg,black,43%,Black Shirt,2881,3304,Denim
712.jpg,black,80%,Black Shirt,2849,3446,Polyester
713.jpg,white,48%,White Shirt,2004,2568,Cotton
714.jpg,gray,81%,Gray Shirt,2476,3223,Silk
715.jpg,blue,65%,Blue Shirt,1718,2310,Denim
716.jpg,unknown,58%,Stylish Shirt,2080,2750,Denim
717.jpg,unknown,49%,Stylish Shirt,2099,2502,Polyester
718.jpg,white,90%,White Shirt,2110,2613,Cotton
719.jpg,black,44%,Black Shirt,1614,2115,Wool
72.jpg,blue,73%,Blue Shirt,2420,3051,Linen
720.jpg,black,40%,Black Shirt,1826,2465,Polyester
721.jpg,white,48%,White Shirt,1803,2429,Denim
722.jpg,black,57%,Black Shirt,2879,3314,Silk
723.jpg,gray,47%,Gray Shirt,2995,3568,Linen
724.jpg,white,45%,White Shirt,2300,2712,Denim
725.jpg,white,61%,White Shirt,2313,2901,Linen
726.jpg,blue,79%,Blue Shirt,2890,3352,Silk
727.jpg,gray,44%,Gray Shirt,2718,3273,Linen
728.jpg,black,80%,Black Shirt,2848,3639,Wool
729.jpg,green,59%,Green Shirt,2996,3792,Wool
73.jpg,black,79%,Black Shirt,1743,2451,Cotton
730.jpg,unknown,46%,Stylish Shirt,2870,3435,Wool
731.jpg,gray,43%,Gray Shirt,2867,3636,Silk
732.jpg,gray,77%,Gray Shirt,1514,1980,Cotton
733.jpg,white,54%,White Shirt,2641,3058,Linen
734.jpg,gray,66%,Gray Shirt,2852,3501,Linen
735.jpg,white,59%,White Shirt,1977,2481,Cotton
736.jpg,black,82%,Black Shirt,2302,2798,Polyester
737.jpg,black,59%,Black Shirt,1748,2082,Cotton
738.jpg,blue,68%,Blue Shirt,1606,2115,Denim
739.jpg,white,86%,White Shirt,2174,2927,Linen
74.jpg,white,42%,White Shirt,1661,2235,Polyester
740.jpg,gray,43%,Gray Shirt,2982,3482,Cotton
741.jpg,unknown,81%,Stylish Shirt,2356,2939,Linen
742.jpg,gray,39%,Gray Shirt,2439,2845,Linen
743.jpg,black,51%,Black Shirt,1510,1810,Wool
744.jpg,unknown,86%,Stylish Shirt,1595,2126,Cotton
745.jpg,white,64%,White Shirt,2979,3308,Silk
746.jpg,white,93%,White Shirt,2357,2996,Cotton
747.jpg,green,53%,Green Shirt,2773,3184,Linen
748.jpg,white,95%,White Shirt,2948,3745,Linen
749.jpg,white,48%,White Shirt,2241,2571,Denim
75.jpg,white,77%,White Shirt,1753,2356,Linen
750.jpg,black,67%,Black Shirt,1639,2158,Linen
751.jpg,black,66%,Black Shirt,2551,3070,Linen
752.jpg,white,62%,White Shirt,2854,3205,Denim
753.jpg,black,52%,Black Shirt,2713,3364,Linen
754.jpg,unknown,60%,Stylish Shirt,1721,2143,Cotton
755.jpg,unknown,42%,Stylish Shirt,2559,3351,Polyester
756.jpg,gray,48%,Gray Shirt,2829,3336,Denim
757.jpg,black,44%,Black Shirt,2661,3389,Silk
758.jpg,unknown,62%,Stylish Shirt,2357,3029,Linen
759.jpg,unknown,41%,Stylish Shirt,2338,2676,Cotton
76.jpg,unknown,81%,Stylish Shirt,2780,3259,Polyester
760.jpg,black,51%,Black Shirt,1931,2572,Polyester
761.jpg,black,39%,Black Shirt,2858,3446,Cotton
762.jpg,white,70%,White Shirt,2837,3504,Silk
763.jpg,unknown,61%,Stylish Shirt,2134,2673,Wool
764.jpg,white,56%,White Shirt,1550,2099,Cotton
765.jpg,black,45%,Black Shirt,2861,3468,Linen
766.jpg,black,51%,Black Shirt,2550,3266,Denim
767.jpg,black,70%,Black Shirt,1688,2074,Wool
768.jpg,black,52%,Black Shirt,2718,3343,Silk
769.jpg,white,70%,White Shirt,2515,2836,Polyester
77.jpg,black,73%,Black Shirt,2859,3537,Silk
770.jpg,white,69%,White Shirt,1559,1979,Polyester
771.jpg,unknown,73%,Stylish Shirt,2206,2832,Silk
772.jpg,white,39%,White Shirt,1592,2032,Denim
773.jpg,unknown,82%,Stylish Shirt,2932,3520,Polyester
774.jpg,unknown,57%,Stylish Shirt,2415,2771,Denim
775.jpg,white,61%,White Shirt,2571,2999,Wool
776.jpg,white,39%,White Shirt,2129,2544,Denim
777.jpg,white,60%,White Shirt,2686,3131,Denim
778.jpg,white,56%,White Shirt,2787,3351,Cotton
779.jpg,gray,80%,Gray Shirt,2333,3112,Linen
78.jpg,black,37%,Black Shirt,2018,2394,Wool
780.jpg,white,59%,White Shirt,2817,3407,Cotton
781.jpg,black,76%,Black Shirt,2612,3334,Polyester
782.jpg,green,46%,Green Shirt,1888,2194,Polyester
783.jpg,white,42%,White Shirt,2071,2623,Linen
784.jpg,gray,80%,Gray Shirt,2354,2705,Wool
785.jpg,unknown,73%,Stylish Shirt,1663,2203,Silk
786.jpg,white,48%,White Shirt,2025,2694,Silk
787.jpg,unknown,78%,Stylish Shirt,2225,2660,Wool
788.jpg,black,78%,Black Shirt,1715,2106,Cotton
789.jpg,black,78%,Black Shirt,2824,3138,Wool
79.jpg,gray,55%,Gray Shirt,2384,3111,Cotton
790.jpg,blue,48%,Blue Shirt,1977,2744,Cotton
791.jpg,white,76%,White Shirt,2943,3328,Cotton
792.jpg,white,47%,White Shirt,2782,3389,Linen
793.jpg,white,61%,White Shirt,1669,2345,Denim
794.jpg,yellow,76%,Yellow Shirt,2878,3507,Linen
795.jpg,black,79%,Black Shirt,1839,2146,Denim
796.jpg,white,37%,White Shirt,1697,2066,Polyester
797.jpg,white,47%,White Shirt,1579,2358,Linen
798.jpg,gray,59%,Gray Shirt,2825,3476,Silk
799.jpg,white,56%,White Shirt,2239,2797,Silk
8.jpg,red,81%,Red Shirt,2779,3374,Linen
80.jpg,black,59%,Black Shirt,2870,3243,Polyester
800.jpg,black,78%,Black Shirt,1787,2430,Polyester
801.jpg,black,74%,Black Shirt,2334,2737,Silk
802.jpg,blue,81%,Blue Shirt,2733,3482,Silk
803.jpg,gray,78%,Gray Shirt,2563,3165,Cotton
804.jpg,white,41%,White Shirt,2760,3411,Wool
805.jpg,white,51%,White Shirt,1910,2591,Polyester
806.jpg,green,74%,Green Shirt,2447,3221,Wool
807.jpg,black,72%,Black Shirt,2874,3489,Denim
808.jpg,unknown,78%,Stylish Shirt,1958,2375,Polyester
809.jpg,gray,77%,Gray Shirt,2260,2662,Wool
81.jpg,black,46%,Black Shirt,2889,3545,Silk
810.jpg,white,72%,White Shirt,2861,3398,Silk
811.jpg,white,50%,White Shirt,2403,2912,Polyester
812.jpg,black,77%,Black Shirt,1569,1902,Silk
813.jpg,black,62%,Black Shirt,2427,3070,Denim
814.jpg,black,74%,Black Shirt,2050,2599,Denim
815.jpg,white,38%,White Shirt,2846,3262,Silk
816.jpg,white,55%,White Shirt,1793,2250,Cotton
817.jpg,gray,83%,Gray Shirt,2673,3028,Wool
818.jpg,unknown,80%,Stylish Shirt,1550,2197,Polyester
819.jpg,white,45%,White Shirt,1618,2064,Polyester
82.jpg,white,56%,White Shirt,1732,2299,Cotton
820.jpg,white,91%,White Shirt,1593,2211,Linen
821.jpg,white,50%,White Shirt,2514,3169,Denim
822.jpg,gray,51%,Gray Shirt,2208,2820,Polyester
823.jpg,black,69%,Black Shirt,1732,2035,Polyester
824.jpg,white,46%,White Shirt,2396,2868,Cotton
825.jpg,white,41%,White Shirt,2653,3240,Linen
826.jpg,white,50%,White Shirt,2337,2915,Cotton
827.jpg,green,80%,Green Shirt,1804,2335,Denim
828.jpg,black,73%,Black Shirt,1982,2706,Silk
829.jpg,black,79%,Black Shirt,1584,2136,Denim
83.jpg,gray,69%,Gray Shirt,2302,2846,Linen
830.jpg,black,80%,Black Shirt,2186,2851,Denim
831.jpg,black,78%,Black Shirt,1557,2315,Linen
832.jpg,black,77%,Black Shirt,2011,2639,Cotton
833.jpg,green,77%,Green Shirt,2163,2924,Cotton
834.jpg,black,68%,Black Shirt,2988,3655,Denim
835.jpg,white,92%,White Shirt,2783,3363,Polyester
836.jpg,white,40%,White Shirt,2345,2912,Linen
837.jpg,black,79%,Black Shirt,2808,3145,Wool
838.jpg,white,47%,White Shirt,2893,3653,Polyester
839.jpg,unknown,77%,Stylish Shirt,1776,2392,Silk
84.jpg,black,40%,Black Shirt,1700,2248,Wool
840.jpg,black,64%,Black Shirt,2149,2642,Silk
841.jpg,black,76%,Black Shirt,2674,3223,Wool
842.jpg,gray,50%,Gray Shirt,2466,2914,Linen
843.jpg,white,58%,White Shirt,2487,2946,Denim
844.jpg,gray,81%,Gray Shirt,2864,3355,Denim
845.jpg,gray,51%,Gray Shirt,2531,2989,Silk
846.jpg,unknown,78%,Stylish Shirt,1657,2132,Cotton
847.jpg,gray,76%,Gray Shirt,1879,2329,Cotton
848.jpg,white,63%,White Shirt,1529,2201,Cotton
849.jpg,gray,43%,Gray Shirt,2980,3369,Polyester
85.jpg,white,44%,White Shirt,2211,2812,Silk
850.jpg,unknown,85%,Stylish Shirt,1836,2547,Cotton
851.jpg,yellow,76%,Yellow Shirt,1773,2264,Silk
852.jpg,black,77%,Black Shirt,2166,2573,Linen
853.jpg,blue,78%,Blue Shirt,2370,3117,Polyester
854.jpg,unknown,80%,Stylish Shirt,2028,2582,Silk
855.jpg,white,45%,White Shirt,1874,2210,Wool
856.jpg,white,93%,White Shirt,1582,2350,Wool
857.jpg,blue,78%,Blue Shirt,1501,1911,Wool
858.jpg,black,77%,Black Shirt,2844,3568,Silk
859.jpg,white,45%,White Shirt,2028,2828,Polyester
86.jpg,white,50%,White Shirt,2178,2806,Cotton
860.jpg,white,42%,White Shirt,2850,3292,Cotton
861.jpg,black,84%,Black Shirt,1550,2250,Cotton
862.jpg,white,62%,White Shirt,2166,2673,Silk
863.jpg,unknown,52%,Stylish Shirt,1973,2607,Polyester
864.jpg,gray,47%,Gray Shirt,2317,2715,Silk
865.jpg,black,78%,Black Shirt,1750,2237,Linen
866.jpg,blue,76%,Blue Shirt,1892,2211,Linen
867.jpg,white,35%,White Shirt,2966,3592,Polyester
868.jpg,white,58%,White Shirt,2726,3278,Linen
869.jpg,black,69%,Black Shirt,2550,2914,Silk
87.jpg,unknown,71%,Stylish Shirt,2012,2731,Polyester
870.jpg,gray,55%,Gray Shirt,2661,3146,Linen
871.jpg,black,71%,Black Shirt,1980,2299,Linen
872.jpg,gray,44%,Gray Shirt,2591,3353,Linen
873.jpg,white,86%,White Shirt,1594,1998,Cotton
874.jpg,unknown,85%,Stylish Shirt,2119,2860,Polyester
875.jpg,brown,83%,Brown Shirt,1943,2327,Wool
876.jpg,blue,43%,Blue Shirt,1861,2439,Silk
877.jpg,yellow,73%,Yellow Shirt,1985,2316,Wool
878.jpg,white,64%,White Shirt,1525,2295,Polyester
879.jpg,gray,86%,Gray Shirt,2238,2585,Linen
88.jpg,blue,51%,Blue Shirt,1957,2479,Denim
880.jpg,white,45%,White Shirt,1626,2364,Wool
881.jpg,black,76%,Black Shirt,1505,1835,Polyester
882.jpg,gray,49%,Gray Shirt,2636,3109,Polyester
883.jpg,white,59%,White Shirt,2008,2675,Polyester
884.jpg,black,80%,Black Shirt,2558,3111,Cotton
885.jpg,white,73%,White Shirt,2914,3566,Denim
886.jpg,white,60%,White Shirt,2681,3474,Wool
887.jpg,blue,61%,Blue Shirt,2968,3591,Linen
888.jpg,blue,55%,Blue Shirt,2095,2582,Cotton
889.jpg,blue,77%,Blue Shirt,1625,1953,Denim
89.jpg,unknown,73%,Stylish Shirt,1691,2392,Linen
890.jpg,black,82%,Black Shirt,2053,2844,Wool
891.jpg,white,88%,White Shirt,1933,2646,Polyester
892.jpg,gray,42%,Gray Shirt,1633,1966,Linen
893.jpg,gray,48%,Gray Shirt,1516,1914,Linen
894.jpg,white,97%,White Shirt,2466,2845,Silk
895.jpg,white,48%,White Shirt,2835,3579,Polyester
896.jpg,black,70%,Black Shirt,2381,2974,Linen
897.jpg,white,66%,White Shirt,1860,2437,Polyester
898.jpg,white,62%,White Shirt,1791,2431,Polyester
899.jpg,white,54%,White Shirt,2616,3106,Cotton
9.jpg,black,79%,Black Shirt,2440,3233,Silk
